time,temperature
1726544484.5451002,528.89140625
1726544486.5461342,530.17109375
1726544488.548242,531.4296875
1726544490.551413,532.5828125
1726544492.558429,533.778125
1726544494.5604095,535.1703125
1726544496.5614715,536.27421875
1726544498.5633934,537.40625
1726544500.5653863,538.62265625
1726544502.5665243,539.90234375
1726544504.5685017,541.175
1726544506.5704858,542.26484375
1726544508.5737915,543.44609375
1726544510.5775542,544.6203125
1726544512.5821068,546.0335937499999
1726544514.5840607,547.22890625
1726544516.5861094,548.4734375
1726544518.590497,549.6125
1726544520.5926917,550.63203125
1726544522.5970886,551.8203125
1726544524.5991163,553.0578125
1726544526.6010818,554.20390625
1726544528.6027615,555.31484375
1726544530.607516,556.49609375
1726544532.6092217,557.76171875
1726544534.6111844,558.91484375
1726544536.6131961,560.05390625
1726544538.6224115,561.16484375
1726544540.6262293,562.26171875
1726544542.6282737,563.39375
1726544544.6299562,564.65234375
1726544546.631933,565.79140625
1726544548.6329644,566.80390625
1726544550.634868,567.98515625
1726544552.6359162,569.3140625
1726544554.6378188,570.48125
1726544556.6397524,571.48671875
1726544558.641734,572.79453125
1726544560.6436822,573.7578125
1726544562.6448317,574.94609375
1726544564.6469252,576.01484375
1726544566.6512265,577.11171875
1726544568.6529372,578.24375
1726544570.6569784,579.37578125
1726544572.660809,580.73984375
1726544574.6627643,581.8578125
1726544576.6647797,582.9124999999999
1726544578.673252,583.953125
1726544580.6786993,584.9937500000001
1726544582.68076,586.175
1726544584.686311,587.15234375
1726544586.6884875,588.4109375
1726544588.6941957,589.34609375
1726544590.6969528,590.4921875
1726544592.6985302,591.52578125
1726544594.7039986,592.6296875
1726544596.7113237,593.70546875
1726544598.7168078,594.8375
1726544600.7176905,595.8921875
1726544602.7268946,597.003125
1726544604.7287707,598.17734375
1726544606.729949,599.17578125
1726544608.730961,600.2796875
1726544610.7329223,601.39765625
1726544612.7339954,602.35390625
1726544614.7359605,603.1203125
1726544616.7397368,603.5421875
1726544618.740751,603.78125
1726544620.7423663,604.0203125
1726544622.7504182,604.1328125
1726544624.7523394,604.146875
1726544626.7567234,604.2171875
1726544628.7577605,604.203125
1726544630.7604446,604.1820312499999
1726544632.763131,604.11875
1726544634.7651548,604.0765625
1726544636.766249,603.95
1726544638.768182,603.8515625
1726544640.779336,603.74609375
1726544642.781395,603.63359375
1726544644.7834423,603.4578125
1726544646.7854922,603.275
1726544648.790977,603.11328125
1726544650.792977,602.9234375
1726544652.794297,602.796875
1726544654.796209,602.6703125
1726544656.800354,602.5015625
1726544658.801373,602.234375
1726544660.8075547,602.03046875
1726544662.809589,601.7703125
1726544664.8112857,601.6226562500001
1726544666.8123648,601.4609375
1726544668.8221166,601.1234375
1726544670.8240495,600.98984375
1726544672.8260264,600.70859375
1726544674.8272984,600.4765625
1726544676.8295121,600.18125
1726544678.8305442,599.87890625
